gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,MultipleLines_No,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No,OnlineSecurity_Yes,OnlineBackup_No,OnlineBackup_Yes,DeviceProtection_No,DeviceProtection_Yes,TechSupport_No,TechSupport_Yes,StreamingTV_No,StreamingTV_Yes,StreamingMovies_No,StreamingMovies_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
0.9801960588196068,-0.5078007830046403,-0.9530986027504631,0.9782367619480544,1.5465272351116222,-0.9841259761879441,1.0450120617509737,0.7039089396397076,-0.30435159494677955,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
-1.020204061220407,-0.5078007830046403,-0.9530986027504631,-1.022247413814838,-1.1764888053301588,-0.9841259761879441,1.0450120617509737,1.151076567069297,0.07974690710075766,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.9801960588196068,-0.5078007830046403,1.049209386221098,-1.022247413814838,0.47677093350949395,-0.9841259761879441,-0.9569267538639185,-0.1504483343207282,-1.3854445707852494,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.9801960588196068,1.9692762072618977,1.049209386221098,0.9782367619480544,1.1575249436199393,-0.9841259761879441,1.0450120617509737,0.8725837945139693,1.7436156098117748,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.9801960588196068,1.9692762072618977,-0.9530986027504631,0.9782367619480544,-0.30123364947387204,1.016130072974544,1.0450120617509737,0.05865335208598772,-0.7154861141044968,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-1.020204061220407,-0.5078007830046403,1.049209386221098,-1.022247413814838,-0.7388612274020154,-0.9841259761879441,1.0450120617509737,-0.9802487306862625,0.4708893455201715,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0.9801960588196068,-0.5078007830046403,-0.9530986027504631,-1.022247413814838,0.28226978776365247,-0.9841259761879441,1.0450120617509737,-0.584745159963522,0.2791076060424921,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-1.020204061220407,-0.5078007830046403,-0.9530986027504631,0.9782367619480544,1.4492766622387014,1.016130072974544,1.0450120617509737,-0.059181700345745776,1.0064270278917773,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0.9801960588196068,1.9692762072618977,-0.9530986027504631,-1.022247413814838,0.8171479385647166,-0.9841259761879441,1.0450120617509737,-0.6562362314527485,-0.7462794422841773,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
0.9801960588196068,1.9692762072618977,-0.9530986027504631,-1.022247413814838,-1.32236466463954,-0.9841259761879441,-0.9569267538639185,-0.5920712368121777,0.902372288281321,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
0.9801960588196068,1.9692762072618977,1.049209386221098,-1.022247413814838,0.23364450132719208,1.016130072974544,1.0450120617509737,-0.5856515501831663,-0.4299401757464858,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.9801960588196068,-0.5078007830046403,1.049209386221098,0.9782367619480544,1.3034008029293203,1.016130072974544,1.0450120617509737,-1.3241281001464706,-0.3276894067830597,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.9801960588196068,-0.5078007830046403,1.049209386221098,0.9782367619480544,-0.7874865138384758,1.016130072974544,1.0450120617509737,-1.4556008953832553,0.6054774432458019,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.9801960588196068,-0.5078007830046403,1.049209386221098,0.9782367619480544,1.400651375802241,-0.9841259761879441,1.0450120617509737,-1.5868988262277577,1.0035498293021405,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.9801960588196068,-0.5078007830046403,1.049209386221098,-1.022247413814838,0.1850192148907317,1.016130072974544,-0.9569267538639185,-1.3650310610750656,0.5846204042539719,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0.9801960588196068,1.9692762072618977,1.049209386221098,-1.022247413814838,-0.6416106545290946,-0.9841259761879441,-0.9569267538639185,-0.5639182870579652,1.4159666170866816,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-1.020204061220407,1.9692762072618977,1.049209386221098,0.9782367619480544,-0.10673250372803053,-0.9841259761879441,1.0450120617509737,0.29713190452689425,-0.7772406529716241,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
-1.020204061220407,1.9692762072618977,-0.9530986027504631,0.9782367619480544,0.9143985114376373,-0.9841259761879441,-0.9569267538639185,-1.099345957330662,1.418596849383192,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
0.9801960588196068,1.9692762072618977,1.049209386221098,0.9782367619480544,-0.3498589359103324,-0.9841259761879441,1.0450120617509737,1.3095318994766465,-1.327738033619607,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.9801960588196068,-0.5078007830046403,1.049209386221098,-1.022247413814838,0.9630237978740978,1.016130072974544,1.0450120617509737,1.0354631122068128,0.5584458026057718,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.9801960588196068,-0.5078007830046403,-0.9530986027504631,0.9782367619480544,0.47677093350949395,1.016130072974544,1.0450120617509737,0.044684382987518353,0.1592088027409518,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
-1.020204061220407,1.9692762072618977,1.049209386221098,0.9782367619480544,-0.10673250372803053,-0.9841259761879441,1.0450120617509737,0.7457466583298564,-0.029866373786103892,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.9801960588196068,1.9692762072618977,1.049209386221098,-1.022247413814838,-0.8847370867113965,1.016130072974544,-0.9569267538639185,-0.48605683106594655,-0.6853587875934876,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-1.020204061220407,-0.5078007830046403,-0.9530986027504631,-1.022247413814838,-1.4196152375124607,-0.9841259761879441,-0.9569267538639185,-1.6203483814557285,0.0025893177273059336,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
-1.020204061220407,-0.5078007830046403,1.049209386221098,-1.022247413814838,-0.5443600816561739,-0.9841259761879441,1.0450120617509737,1.3657180195725553,-1.2174575633473932,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-1.020204061220407,-0.5078007830046403,1.049209386221098,0.9782367619480544,1.6437778079845429,-0.9841259761879441,1.0450120617509737,-1.3070784525110473,-0.47696674658698707,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
-1.020204061220407,1.9692762072618977,1.049209386221098,-1.022247413814838,-0.3498589359103324,1.016130072974544,-0.9569267538639185,1.515801784540227,-1.4425595368380577,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-1.020204061220407,-0.5078007830046403,-0.9530986027504631,-1.022247413814838,-1.4682405239489211,-0.9841259761879441,-0.9569267538639185,0.2214464903863049,0.2456067589958867,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.9801960588196068,-0.5078007830046403,1.049209386221098,0.9782367619480544,1.4492766622387014,-0.9841259761879441,1.0450120617509737,-0.695207487760259,-1.4529526854046484,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.9801960588196068,-0.5078007830046403,1.049209386221098,-1.022247413814838,1.3520260893657807,1.016130072974544,-0.9569267538639185,-0.041372511519615116,-1.2225549411678982,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.9801960588196068,-0.5078007830046403,-0.9530986027504631,0.9782367619480544,-0.05810721729157016,1.016130072974544,1.0450120617509737,-0.020358871491885082,-1.489705021155108,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.9801960588196068,-0.5078007830046403,1.049209386221098,0.9782367619480544,-0.5929853680926342,1.016130072974544,-0.9569267538639185,-1.6667825131685614,-0.43418976380209984,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.9801960588196068,-0.5078007830046403,-0.9530986027504631,-1.022247413814838,-0.009481930855109786,1.016130072974544,-0.9569267538639185,-0.5234660750510537,1.2093151303978582,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-1.020204061220407,-0.5078007830046403,-0.9530986027504631,-1.022247413814838,-1.7599922425676833,-0.9841259761879441,-0.9569267538639185,0.7996334542631569,1.4410014952980097,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.9801960588196068,-0.5078007830046403,1.049209386221098,-1.022247413814838,-1.079238232457238,1.016130072974544,-0.9569267538639185,0.00868890940288727,0.034039523180363386,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.9801960588196068,-0.5078007830046403,-0.9530986027504631,-1.022247413814838,-0.009481930855109786,-0.9841259761879441,1.0450120617509737,-0.9063113737635032,0.4693212180785565,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-1.020204061220407,-0.5078007830046403,-0.9530986027504631,-1.022247413814838,-1.1764888053301588,1.016130072974544,1.0450120617509737,-0.5935093842104414,0.6471241515619837,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.9801960588196068,1.9692762072618977,1.049209386221098,-1.022247413814838,-1.4196152375124607,1.016130072974544,-0.9569267538639185,1.2236403437664325,0.10975639619960029,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
-1.020204061220407,-0.5078007830046403,-0.9530986027504631,0.9782367619480544,-1.5654910968218418,1.016130072974544,1.0450120617509737,0.06197168900968417,0.5850422100969095,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
0.9801960588196068,-0.5078007830046403,-0.9530986027504631,0.9782367619480544,1.1088996571834788,1.016130072974544,-0.9569267538639185,0.0716175425020145,-0.9608699320192137,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
-1.020204061220407,1.9692762072618977,1.049209386221098,-1.022247413814838,-1.7599922425676833,1.016130072974544,-0.9569267538639185,1.562371526283488,-0.04767592399202826,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.9801960588196068,-0.5078007830046403,1.049209386221098,0.9782367619480544,-0.05810721729157016,1.016130072974544,1.0450120617509737,-0.6424827941356025,-0.4000628940992565,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.9801960588196068,-0.5078007830046403,1.049209386221098,-1.022247413814838,-0.10673250372803053,-0.9841259761879441,1.0450120617509737,-0.09638664197583133,0.034039523180363386,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
-1.020204061220407,-0.5078007830046403,-0.9530986027504631,0.9782367619480544,1.400651375802241,1.016130072974544,1.0450120617509737,1.0469287641573892,0.4372333813951865,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
-1.020204061220407,-0.5078007830046403,1.049209386221098,0.9782367619480544,1.25477551649286,1.016130072974544,-0.9569267538639185,0.8651900574213142,-0.027799710518105192,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
-1.020204061220407,-0.5078007830046403,-0.9530986027504631,0.9782367619480544,-0.6902359409655551,1.016130072974544,1.0450120617509737,-0.8320712706644408,-0.8128652671316053,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
-1.020204061220407,-0.5078007830046403,-0.9530986027504631,-1.022247413814838,-1.3709899510760002,1.016130072974544,1.0450120617509737,-1.2268898134052504,-0.10461446561585207,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-1.020204061220407,-0.5078007830046403,-0.9530986027504631,0.9782367619480544,-0.15535779016449092,-0.9841259761879441,1.0450120617509737,0.6648431459844488,0.9714832132385406,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-1.020204061220407,-0.5078007830046403,-0.9530986027504631,-1.022247413814838,0.4281456470730336,1.016130072974544,1.0450120617509737,-0.8600997750435703,1.0655298310409331,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
-1.020204061220407,-0.5078007830046403,-0.9530986027504631,0.9782367619480544,-1.614116383258302,1.016130072974544,-0.9569267538639185,1.4288533317709047,0.5227527304314405,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
-1.020204061220407,-0.5078007830046403,-0.9530986027504631,0.9782367619480544,-0.3498589359103324,1.016130072974544,-0.9569267538639185,-1.3020731737674032,-0.12579809013827184,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.9801960588196068,-0.5078007830046403,-0.9530986027504631,0.9782367619480544,1.6924030944210033,1.016130072974544,-0.9569267538639185,-0.6513154789050912,0.2595320706624485,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
0.9801960588196068,-0.5078007830046403,1.049209386221098,0.9782367619480544,-1.6627416696947626,-0.9841259761879441,-0.9569267538639185,-1.5583610461672552,-0.42097197788800034,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-1.020204061220407,-0.5078007830046403,1.049209386221098,0.9782367619480544,-1.1278635188936983,1.016130072974544,-0.9569267538639185,0.6737946868080472,-1.3431052535104226,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0.9801960588196068,1.9692762072618977,-0.9530986027504631,-1.022247413814838,1.1088996571834788,-0.9841259761879441,-0.9569267538639185,1.3207312712048278,-0.41881264507029237,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.9801960588196068,-0.5078007830046403,-0.9530986027504631,-1.022247413814838,0.3795203606365732,1.016130072974544,-0.9569267538639185,0.4417024592971312,0.0974931607484336,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.9801960588196068,-0.5078007830046403,1.049209386221098,0.9782367619480544,-0.15535779016449092,-0.9841259761879441,1.0450120617509737,1.480747999706455,0.34189278710309495,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.9801960588196068,-0.5078007830046403,-0.9530986027504631,0.9782367619480544,0.3795203606365732,-0.9841259761879441,-0.9569267538639185,-1.3046329926727331,1.5441276243461435,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
-1.020204061220407,-0.5078007830046403,1.049209386221098,0.9782367619480544,1.1575249436199393,1.016130072974544,-0.9569267538639185,-1.444960778786159,0.9787452332205139,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
